age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
21, Self-emp-not-inc,87540, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,-12,-1,35, United-States, <=50K
46, Private,115460, Some-college,9, Married-civ-spouse, Protective-serv, Husband, White, Male,-18,0,39, United-States, <=50K
20, Self-emp-not-inc,138136, HS-grad,9, Widowed, Sales, Own-child, White, Female,7,0,18, United-States, <=50K
23, Self-emp-not-inc,100490, HS-grad,5, Never-married, Farming-fishing, Not-in-family, White, Male,-14,0,19, United-States, <=50K
65, Private,98985, 7th-8th,3, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,2,0,39, Honduras, <=50K
62, Private,88760, 7th-8th,4, Married-civ-spouse, Craft-repair, Other-relative, White, Male,2833,0,51, United-States, <=50K
23, Private,33641, 11th,7, Never-married, Other-service, Own-child, White, Male,20,0,34, United-States, <=50K
36, Self-emp-inc,28047, Some-college,9, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private,169186, Some-college,10, Separated, Adm-clerical, Own-child, Black, Male,-13,0,29, United-States, <=50K
42, Private,185156, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, White, Male,-3,0,39, United-States, <=50K
41, Local-gov,142882, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,15422,0,49, United-States, >50K
41, Local-gov,293829, Masters,14, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,-30,0,39, United-States, <=50K
23, Self-emp-not-inc,53831, Some-college,10, Never-married, Sales, Not-in-family, White, Male,20,0,49, United-States, <=50K
48, Private,342211, 7th-8th,3, Separated, Handlers-cleaners, Unmarried, White, Male,-9,-1,39, United-States, <=50K
46, Private,60942, 7th-8th,5, Divorced, Handlers-cleaners, Own-child, White, Female,2,0,18, United-States, <=50K
39, Federal-gov,222099, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,-5,0,29, United-States, <=50K
43, Self-emp-not-inc,62041, HS-grad,8, Married-AF-spouse, Other-service, Wife, White, Female,7335,0,16, United-States, <=50K
63, Private,116063, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,4,0,39, United-States, <=50K
34, Self-emp-not-inc,31828, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,12,0,49, United-States, <=50K
24, Private,137039, Some-college,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40,0,15, United-States, <=50K
39, State-gov,102090, Some-college,9, Never-married, Prof-specialty, Own-child, White, Female,17,0,39, United-States, <=50K
45, Private,127118, HS-grad,8, Married-civ-spouse, Adm-clerical, Wife, Black, Female,-1,-1,21, United-States, <=50K
21, Local-gov,99867, 10th,6, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,-16,0,35, United-States, <=50K
45, Local-gov,92077, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,39, United-States, >50K
62, Self-emp-inc,123409, Some-college,9, Widowed, Exec-managerial, Unmarried, White, Female,11,0,40, United-States, <=50K
24, Private,177722, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,-17,0,35, United-States, <=50K
30, Self-emp-not-inc,88681, HS-grad,8, Never-married, Adm-clerical, Not-in-family, White, Female,5,0,34, United-States, <=50K
44, Without-pay,275033, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, Black, Female,19,0,39, United-States, >50K
47, Self-emp-not-inc,160130, Some-college,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,-2,0,34, United-States, >50K
42, Private,181891, HS-grad,8, Married-AF-spouse, Adm-clerical, Wife, White, Female,-23,0,35, United-States, <=50K
17, Private,82829, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,15,-1,29, United-States, <=50K
39, Private,108291, HS-grad,8, Divorced, Other-service, Unmarried, Black, Female,12,0,39, Japan, <=50K
51, Private,172914, Bachelors,12, Divorced, Adm-clerical, Own-child, White, Male,-5,0,30, United-States, <=50K
74, Self-emp-not-inc,413195, Bachelors,12, Divorced, Sales, Unmarried, Black, Female,-15,0,40, United-States, <=50K
21, Private,193961, 11th,7, Never-married, Tech-support, Unmarried, Black, Female,29,0,39, United-States, <=50K
38, Private,36846, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,6,0,48, United-States, <=50K
22, Private,199437, Some-college,9, Never-married, Handlers-cleaners, Own-child, White, Male,-9,0,43, United-States, <=50K
17, Self-emp-not-inc,83502, 11th,6, Never-married, Other-service, Own-child, White, Female,17,0,17, United-States, <=50K
68, Private,79174, Assoc-acdm,12, Widowed, Prof-specialty, Unmarried, White, Female,12,0,35, Italy, <=50K
21, Private,256863, Some-college,9, Never-married, Craft-repair, Own-child, White, Male,6,0,44, United-States, <=50K
49, Self-emp-inc,108382, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,10,0,39, United-States, >50K
37, Private,167258, 7th-8th,3, Separated, Handlers-cleaners, Unmarried, Black, Female,0,0,29, United-States, <=50K
30, Private,252883, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,21,0,54, Puerto-Rico, >50K
36, Private,139188, Some-college,9, Married-civ-spouse, Adm-clerical, Wife, Other, Female,13,0,33, United-States, >50K
44, Self-emp-not-inc,88893, Bachelors,12, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,21,0,39, Philippines, <=50K
26, Private,96563, Assoc-acdm,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,28,0,45, United-States, >50K
42, Private,101375, HS-grad,8, Separated, Adm-clerical, Unmarried, White, Female,-11,0,39, United-States, <=50K
36, Private,20238, 11th,6, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,2687,0,42, United-States, <=50K
39, Private,129889, Some-college,9, Married-civ-spouse, Handlers-cleaners, Other-relative, Black, Female,14,0,39, Jamaica, <=50K
26, Private,195399, HS-grad,8, Never-married, Other-service, Own-child, Black, Female,14,0,35, Jamaica, <=50K
25, Private,148182, Some-college,9, Divorced, Adm-clerical, Not-in-family, Black, Male,4,0,48, United-States, <=50K
49, Private,65180, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,-10,0,54, United-States, <=50K
25, Self-emp-not-inc,208977, HS-grad,8, Divorced, Other-service, Unmarried, White, Female,0,0,39, United-States, <=50K
60, Local-gov,167993, 12th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,21,0,39, United-States, >50K
40, Private,192498, HS-grad,8, Never-married, Other-service, Unmarried, White, Female,1,0,39, United-States, <=50K
23, Private,183191, Some-college,10, Never-married, Tech-support, Not-in-family, Black, Female,-3,0,33, United-States, <=50K
20, Private,137682, HS-grad,9, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,9,0,10, United-States, <=50K
34, Private,48759, Masters,14, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,39,0,40, United-States, >50K
71, Self-emp-inc,81897, HS-grad,8, Widowed, Sales, Not-in-family, White, Female,4070,0,55, United-States, <=50K
61, Private,210709, HS-grad,9, Separated, Priv-house-serv, Unmarried, Black, Female,20,0,33, United-States, <=50K
57, Self-emp-not-inc,68423, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,9,0,39, United-States, <=50K
22, Private,236911, 12th,3, Never-married, Other-service, Own-child, White, Male,34,0,40, United-States, <=50K
49, Private,153237, Assoc-acdm,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,36,0,39, United-States, >50K
47, Private,224182, HS-grad,8, Divorced, Sales, Husband, White, Male,8,0,39, United-States, <=50K
46, Self-emp-not-inc,27359, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,7880,0,39, United-States, >50K
41, Private,186813, 1st-4th,3, Married-civ-spouse, Other-service, Husband, White, Female,13,0,40, Jamaica, >50K
56, Self-emp-inc,98311, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,11,0,59, United-States, >50K
67, Self-emp-not-inc,113014, 7th-8th,12, Married-civ-spouse, Transport-moving, Husband, White, Male,19,0,39, United-States, <=50K
25, Private,157233, Some-college,9, Never-married, Tech-support, Own-child, White, Male,0,0,39, United-States, <=50K
55, Self-emp-not-inc,185051, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Male,4,0,59, United-States, >50K
52, Local-gov,121796, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,-18,-1,39, United-States, >50K
26, Private,124700, 9th,3, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female,14,0,39, Puerto-Rico, >50K
24, Federal-gov,109423, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Male,5,0,56, United-States, <=50K
37, Private,233854, Prof-school,15, Married-civ-spouse, Sales, Husband, White, Male,37,0,39, United-States, >50K
21, Self-emp-not-inc,158248, HS-grad,8, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,2,0,39, United-States, <=50K
21, Self-emp-not-inc,120571, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,-24,0,43, United-States, <=50K
23, Private,130282, 10th,6, Separated, Tech-support, Unmarried, Black, Female,7,0,30, United-States, <=50K
38, Private,166646, 12th,9, Married-civ-spouse, Tech-support, Own-child, White, Female,9,0,39, United-States, >50K
70, Self-emp-not-inc,80022, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,0,59, United-States, <=50K
38, Private,191398, Some-college,9, Divorced, Other-service, Unmarried, Black, Female,4,0,40, United-States, <=50K
43, Private,118255, Bachelors,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,-18,-1,36, United-States, >50K
40, Self-emp-not-inc,73597, Bachelors,12, Married-civ-spouse, Protective-serv, Husband, White, Male,-4,0,44, United-States, >50K
18, Private,453215, 11th,6, Never-married, Transport-moving, Own-child, White, Female,12,0,39, United-States, <=50K
42, Self-emp-not-inc,209502, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,10,0,56, United-States, <=50K
46, Local-gov,182632, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,-3,1,49, United-States, >50K
32, Private,36428, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, White, Female,23,0,36, United-States, <=50K
53, Private,59361, 7th-8th,3, Married-civ-spouse, Prof-specialty, Wife, Black, Male,14,0,34, England, <=50K
42, Private,216248, Bachelors,12, Married-civ-spouse, Transport-moving, Husband, White, Male,-12,0,40, United-States, >50K
35, Federal-gov,355077, Bachelors,12, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,7,-1,51, India, >50K
24, Self-emp-not-inc,160518, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,-4,0,68, United-States, <=50K
27, Private,33464, Assoc-voc,12, Married-AF-spouse, Craft-repair, Not-in-family, White, Female,7,0,57, United-States, <=50K
42, Private,102569, HS-grad,8, Separated, Adm-clerical, Unmarried, Black, Female,-1,0,39, United-States, <=50K
20, Private,71441, Assoc-voc,10, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,8,0,39, South, <=50K
23, State-gov,227293, Bachelors,12, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,22,0,59, United-States, <=50K
28, Self-emp-inc,95095, Bachelors,12, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,-3,1,30, Honduras, <=50K
43, Private,15908, HS-grad,9, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,18,0,33, United-States, <=50K
48, Self-emp-not-inc,80862, 5th-6th,8, Divorced, Sales, Unmarried, White, Female,13,0,59, United-States, <=50K
31, Federal-gov,169998, Assoc-voc,10, Never-married, Prof-specialty, Wife, White, Female,55,0,40, United-States, >50K
60, Federal-gov,123720, Some-college,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,20,0,10, United-States, <=50K
54, Self-emp-not-inc,163574, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,12,0,42, United-States, >50K
35, Self-emp-not-inc,163007, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,14500,0,54, United-States, >50K
24, Private,357274, Bachelors,12, Never-married, Adm-clerical, Own-child, White, Female,-17,0,39, United-States, <=50K
45, Private,165215, Assoc-acdm,11, Married-civ-spouse, Sales, Husband, White, Male,6,0,44, United-States, >50K
29, Federal-gov,92752, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,22,0,29, United-States, <=50K
41, Self-emp-inc,249897, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,3992,0,44, United-States, >50K
29, Private,212777, HS-grad,8, Married-AF-spouse, Other-service, Wife, Black, Female,20,0,35, United-States, <=50K
23, Self-emp-not-inc,166706, Some-college,9, Divorced, Craft-repair, Not-in-family, White, Male,-16,0,49, United-States, <=50K
18, Private,114575, 11th,7, Never-married, Other-service, Own-child, White, Female,-7,0,29, United-States, <=50K
53, Local-gov,175315, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Female,7441,1791,39, Canada, >50K
36, State-gov,284821, Assoc-acdm,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,-21,0,39, United-States, >50K
43, Self-emp-inc,154938, 1st-4th,14, Married-civ-spouse, Transport-moving, Wife, White, Female,23,0,39, Yugoslavia, >50K
32, Private,145138, Prof-school,6, Never-married, Craft-repair, Not-in-family, White, Male,24,0,59, United-States, <=50K
40, Private,77604, HS-grad,8, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,32,0,49, South, <=50K
27, Private,446303, Bachelors,12, Never-married, Craft-repair, Not-in-family, White, Male,13,-1,57, United-States, <=50K
22, Private,130878, Some-college,10, Divorced, Transport-moving, Not-in-family, Black, Male,-6,0,44, United-States, <=50K
21, Private,95480, 11th,6, Never-married, Adm-clerical, Unmarried, White, Female,0,0,39, United-States, <=50K
22, Private,103714, 10th,6, Never-married, Craft-repair, Own-child, White, Male,2,0,39, United-States, <=50K
43, Private,35855, Assoc-voc,10, Divorced, Adm-clerical, Unmarried, Black, Female,-9,0,34, United-States, <=50K
34, Private,157133, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,27,0,39, Canada, >50K
44, Private,268831, HS-grad,8, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,39, United-States, <=50K
37, Private,127741, Doctorate,12, Never-married, Prof-specialty, Not-in-family, White, Female,1,0,36, United-States, <=50K
37, Self-emp-not-inc,87394, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-9,0,43, United-States, <=50K
43, Private,454794, HS-grad,8, Divorced, Adm-clerical, Husband, Black, Male,18,0,39, United-States, <=50K
27, Private,120654, HS-grad,8, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,31,0,39, United-States, >50K
59, Self-emp-not-inc,282139, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Other, Male,13,0,93, United-States, >50K
40, Private,175660, Assoc-voc,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,27,0,39, United-States, >50K
49, Private,192730, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,-7,0,40, United-States, <=50K
43, Self-emp-not-inc,178771, 7th-8th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,-1,-1,66, United-States, <=50K
23, Private,29109, Prof-school,15, Never-married, Prof-specialty, Own-child, White, Male,8,0,20, United-States, <=50K
35, Federal-gov,151946, Some-college,3, Never-married, Adm-clerical, Own-child, White, Female,3320,0,39, United-States, <=50K
46, Private,165052, Some-college,10, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,-15,0,39, United-States, <=50K
28, Private,36495, 11th,7, Widowed, Other-service, Unmarried, White, Female,14,0,39, United-States, <=50K
51, Private,120800, Bachelors,12, Married-civ-spouse, Transport-moving, Husband, White, Male,17,0,56, United-States, <=50K
43, State-gov,428803, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,17,0,39, United-States, <=50K
16, Private,61404, HS-grad,9, Divorced, Craft-repair, Own-child, White, Female,4,0,39, United-States, <=50K
30, Private,126864, Some-college,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,7,0,39, United-States, >50K
76, Private,34672, 10th,5, Divorced, Other-service, Not-in-family, White, Male,21,1,39, United-States, <=50K
29, Private,169622, Some-college,8, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,16,0,34, United-States, >50K
68, Private,223264, 12th,7, Married-civ-spouse, Prof-specialty, Husband, White, Male,5,0,39, United-States, >50K
68, Private,55229, HS-grad,9, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female,14,0,39, United-States, <=50K
45, Private,148213, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,-7,0,45, United-States, >50K
27, Private,86684, Bachelors,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
24, Private,81119, Bachelors,12, Never-married, Other-service, Own-child, White, Female,0,0,11, Honduras, <=50K
18, Private,435246, 11th,7, Never-married, Other-service, Own-child, Black, Female,16,0,16, United-States, <=50K
62, Private,180806, Some-college,9, Never-married, Craft-repair, Not-in-family, White, Male,-28,0,34, Canada, <=50K
35, Private,245292, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, Other, Male,2631,0,39, United-States, <=50K
57, Self-emp-inc,42677, 7th-8th,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,-2,0,43, United-States, >50K
42, State-gov,189302, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,4,0,39, United-States, >50K
62, Private,130276, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,14,0,34, Philippines, >50K
28, Private,46986, 11th,7, Never-married, Adm-clerical, Own-child, White, Male,-3,0,56, United-States, <=50K
40, Self-emp-not-inc,140743, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,-3,0,35, United-States, <=50K
28, Private,177625, Bachelors,12, Separated, Sales, Other-relative, White, Male,-13,0,20, Mexico, <=50K
38, Private,235026, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,-7,0,39, Jamaica, <=50K
49, Private,224227, HS-grad,8, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,-4,0,39, United-States, >50K
45, Private,251470, Prof-school,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,16068,0,50, United-States, >50K
30, Local-gov,28851, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, Black, Male,7589,0,39, United-States, >50K
20, Self-emp-inc,136043, Some-college,10, Separated, Exec-managerial, Own-child, Black, Female,-4,0,9, United-States, <=50K
38, Private,217311, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,5,0,57, United-States, <=50K
51, Private,158578, 7th-8th,3, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,21,0,39, Honduras, >50K
35, Private,107266, Some-college,9, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,15,0,39, India, <=50K
71, Self-emp-not-inc,160610, Doctorate,15, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,31,0,44, United-States, >50K
33, Federal-gov,313805, Doctorate,15, Never-married, Prof-specialty, Not-in-family, White, Male,15321,2112,34, United-States, >50K
41, Private,90944, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,14,0,39, United-States, >50K
54, Self-emp-not-inc,124396, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7920,0,45, United-States, >50K
17, Private,225266, 9th,5, Never-married, Handlers-cleaners, Own-child, White, Male,14,0,30, United-States, <=50K
18, Private,114903, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Female,-11,0,48, United-States, <=50K
41, Private,220379, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,15,0,39, United-States, <=50K
50, Self-emp-not-inc,23489, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,3033,0,16, United-States, <=50K
44, Private,49015, Prof-school,14, Divorced, Prof-specialty, Not-in-family, White, Female,25,-1,49, United-States, >50K
31, Private,235645, Some-college,9, Separated, Adm-clerical, Own-child, Black, Female,-17,0,39, United-States, <=50K
43, State-gov,195821, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Female,4,0,44, United-States, <=50K
45, Private,170900, Bachelors,12, Married-spouse-absent, Adm-clerical, Unmarried, Other, Female,-10,0,39, Yugoslavia, >50K
22, Private,22209, Bachelors,12, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,-34,0,34, South, <=50K
45, Private,253287, 11th,6, Divorced, Other-service, Unmarried, White, Female,35,0,39, United-States, <=50K
42, Private,216268, Some-college,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,-9,0,29, United-States, <=50K
57, Private,182066, HS-grad,8, Divorced, Other-service, Unmarried, White, Female,6,0,58, United-States, >50K
35, Private,183667, Assoc-acdm,12, Married-AF-spouse, Other-service, Wife, White, Female,-4,0,35, United-States, <=50K
46, Self-emp-not-inc,41297, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,-4,0,40, United-States, >50K
36, Private,213269, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,-19,0,40, United-States, >50K
50, Private,144512, HS-grad,9, Separated, Tech-support, Husband, White, Male,26,0,48, United-States, >50K
24, Private,42081, Some-college,5, Never-married, Prof-specialty, Own-child, White, Male,-11,0,29, United-States, <=50K
57, Self-emp-inc,116532, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,28,0,35, United-States, >50K
41, Self-emp-inc,160230, Doctorate,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,15105,0,53, United-States, >50K
43, Private,197956, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,7,1739,39, United-States, >50K
17, Private,235356, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,11,0,29, United-States, <=50K
43, Private,119908, Bachelors,12, Married-civ-spouse, Protective-serv, Husband, White, Male,9,0,44, United-States, >50K
43, Private,116184, 5th-6th,2, Never-married, Machine-op-inspct, Other-relative, Black, Male,30,0,39, Mexico, <=50K
31, Self-emp-not-inc,78294, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,10,0,59, United-States, <=50K
19, Private,226535, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,8,0,34, United-States, <=50K
58, Private,183142, 1st-4th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,-5,0,39, Puerto-Rico, >50K
45, Local-gov,97612, Bachelors,12, Separated, Prof-specialty, Unmarried, Black, Female,-4,0,39, United-States, <=50K
23, Private,151105, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,17,0,30, United-States, <=50K
27, State-gov,247006, Some-college,9, Divorced, Other-service, Unmarried, White, Female,37,0,19, Cuba, <=50K
22, Private,341568, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,-15,0,44, United-States, <=50K
46, Private,229624, HS-grad,8, Never-married, Adm-clerical, Unmarried, Black, Female,9,0,29, United-States, <=50K
44, Private,182766, Some-college,9, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,-18,0,7, Philippines, <=50K
39, Local-gov,134708, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,6,0,39, United-States, <=50K
52, Self-emp-not-inc,191842, Doctorate,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,13,0,59, United-States, <=50K
19, Private,220582, 11th,6, Never-married, Craft-repair, Own-child, White, Male,28,0,20, United-States, <=50K
43, Self-emp-not-inc,164033, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,16,0,55, United-States, >50K
43, Private,36100, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, Black, Male,35,0,39, United-States, >50K
37, Private,277079, Assoc-acdm,11, Never-married, Prof-specialty, Not-in-family, White, Male,3807,0,44, United-States, <=50K
46, Private,174098, 5th-6th,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,17,0,44, Mexico, <=50K
51, Private,161169, HS-grad,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4,0,19, Puerto-Rico, <=50K
38, Private,185776, Assoc-voc,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45,0,39, United-States, <=50K
62, Self-emp-not-inc,176678, Some-college,9, Divorced, Farming-fishing, Not-in-family, White, Male,8,0,55, United-States, <=50K
16, Never-worked,182884, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,22,0,5, United-States, <=50K
24, Private,291084, Bachelors,13, Married-spouse-absent, Tech-support, Own-child, White, Male,8,0,39, United-States, >50K
19, Private,16437, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female,14,0,21, United-States, <=50K
17, Never-worked,74736, 11th,6, Never-married, Farming-fishing, Own-child, White, Male,4,0,57, United-States, <=50K
37, Private,238527, Some-college,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,44, United-States, <=50K
22, Private,93704, Some-college,10, Never-married, Tech-support, Own-child, White, Male,-3,0,39, United-States, <=50K
62, Self-emp-not-inc,35197, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,2,0,50, United-States, <=50K
57, Private,443678, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,28,0,39, United-States, <=50K
56, Federal-gov,135597, HS-grad,8, Divorced, Craft-repair, Not-in-family, White, Female,33,0,39, United-States, <=50K
24, Private,147351, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Female,-16,0,39, United-States, <=50K
31, Self-emp-not-inc,222748, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,28,0,39, United-States, >50K
24, Local-gov,160813, Assoc-acdm,7, Never-married, Prof-specialty, Not-in-family, White, Male,-19,0,40, United-States, <=50K
43, Private,300099, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,3,0,39, United-States, <=50K
33, Private,139168, HS-grad,8, Never-married, Adm-clerical, Own-child, Black, Male,39,0,39, United-States, <=50K
63, Self-emp-not-inc,173916, Masters,13, Widowed, Sales, Not-in-family, White, Female,20,1,54, United-States, <=50K
65, Private,192650, HS-grad,7, Widowed, Other-service, Unmarried, Black, Female,29,0,34, United-States, <=50K
40, Private,91214, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male,4,0,44, United-States, >50K
54, Self-emp-not-inc,52423, Assoc-acdm,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,8,0,49, United-States, >50K
34, Private,275246, Assoc-voc,11, Divorced, Prof-specialty, Other-relative, White, Female,13,0,40, United-States, >50K
62, Private,102475, HS-grad,8, Never-married, Craft-repair, Unmarried, White, Female,28,0,34, United-States, <=50K
38, Self-emp-not-inc,205383, 7th-8th,3, Married-civ-spouse, Tech-support, Own-child, White, Male,8,0,68, United-States, <=50K
44, Private,236657, 10th,3, Divorced, Machine-op-inspct, Not-in-family, White, Male,32,0,40, Puerto-Rico, <=50K
38, Federal-gov,313107, Some-college,9, Separated, Sales, Unmarried, White, Female,-9,0,29, United-States, >50K
52, Self-emp-not-inc,210576, HS-grad,8, Married-civ-spouse, Sales, Husband, Black, Male,3721,0,39, United-States, <=50K
21, Private,83296, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,6,0,39, United-States, <=50K
46, Self-emp-not-inc,202470, Some-college,12, Married-civ-spouse, Sales, Husband, White, Male,-3,-1,49, United-States, >50K
65, Self-emp-not-inc,81644, Prof-school,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,14655,1766,45, United-States, >50K
20, Private,263892, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,-22,-1,39, United-States, <=50K
